Number,q1,q2,q3,raceeth,q6,q7,q23,q26,q28
596,6,2,3,5,1.88,78.47,2,2,1
597,4,2,2,2,1.68,63.5,2,2,1
598,5,2,2,6,1.78,95.26,2,2,1
599,4,2,2,2,1.73,62.6,2,2,1
600,4,1,2,2,1.65,69.85,2,1,1
601,5,2,2,2,1.7,58.97,2,2,1
602,5,2,2,7,1.73,52.16,2,2,1
603,4,2,2,6,1.73,67.59,2,2,1
604,4,2,2,2,1.7,69.85,2,2,1
605,4,2,2,2,1.7,81.65,2,2,1
606,6,1,4,6,1.6,77.11,1,2,1
607,5,2,2,5,1.75,88.45,2,2,1
608,4,1,2,2,1.52,43.55,2,2,1
609,5,2,3,6,1.7,58.97,2,2,1
610,6,1,4,7,,,2,2,1
611,5,2,2,7,1.57,50.35,2,2,1
612,5,1,2,7,,,2,2,1
613,5,1,2,3,1.68,55.34,2,1,1
614,6,2,3,6,1.65,71.22,2,2,
615,4,2,2,2,,,,,
616,4,2,2,2,1.83,65.32,2,2,1
617,5,2,3,6,1.73,93.9,2,2,1
618,5,1,3,6,1.57,57.61,2,2,1
619,5,2,3,2,1.63,55.79,2,2,1
620,5,1,3,2,1.57,54.43,2,2,1
621,6,2,3,2,1.7,72.58,2,2,1
622,5,2,3,2,,,2,2,1
623,5,1,3,8,1.57,54.43,2,2,1
624,5,2,3,7,1.83,79.83,2,2,1
625,5,2,3,8,1.68,58.97,2,2,1
626,5,2,2,2,1.78,65.77,2,2,1
627,5,1,3,2,1.55,52.16,2,2,1
628,5,2,3,2,1.68,63.5,2,1,3
629,5,2,3,6,1.8,95.26,2,1,1
630,5,1,3,7,1.7,47.63,2,1,1
631,6,2,3,6,1.68,68.49,2,2,1
632,5,2,3,2,1.78,85.28,1,2,1
633,5,1,3,8,,,1,2,1
634,5,2,3,2,1.68,71.22,2,2,1
635,5,2,3,8,1.83,72.58,2,2,1
636,5,2,3,6,1.65,63.5,2,2,1
637,5,2,3,4,1.75,56.7,2,2,1
638,5,2,3,6,1.78,72.58,2,2,1
639,6,2,3,6,,,2,2,1
640,5,1,3,7,1.5,65.77,1,1,2
641,6,2,3,5,1.75,68.04,2,2,1
642,5,2,3,2,1.6,68.04,2,2,
643,5,1,3,7,1.6,52.16,2,2,1
644,5,2,3,2,1.75,73.94,2,2,1
645,5,2,3,2,1.8,86.18,2,2,1
646,3,2,1,2,1.57,57.15,2,2,1
647,3,2,1,7,1.78,69.4,2,1,1
648,4,2,1,4,1.78,74.84,2,2,1
649,3,1,1,4,1.57,47.17,2,1,2
650,3,2,1,7,1.6,44.91,2,2,1
651,3,2,1,2,1.65,49.9,2,2,1
652,3,2,1,2,1.85,75.3,2,2,1
653,3,2,1,2,1.63,57.61,2,2,1
654,,,,,,,2,2,1
655,5,,3,2,,,2,1,1
656,3,2,1,7,,,2,2,1
657,3,2,1,7,1.68,56.7,2,2,1
658,4,2,1,7,1.75,62.6,2,2,
659,3,1,1,7,1.6,65.77,2,,1
660,3,1,1,7,1.45,41.28,,,
661,4,2,1,7,1.68,54.43,2,2,
662,3,1,1,7,1.55,44,2,2,1
663,3,2,1,8,1.78,63.5,2,2,1
664,3,1,1,7,1.52,50.35,1,1,1
665,4,1,1,7,1.57,53.98,1,1,5
666,3,1,1,2,1.57,44.45,2,2,1
667,3,2,1,7,1.73,58.97,2,2,1
668,4,1,1,5,1.63,53.52,1,2,1
669,4,1,1,7,1.65,54.43,2,,1
670,4,1,1,4,1.52,52.16,2,1,3
671,4,1,1,6,1.6,51.71,2,1,1
672,3,1,1,2,1.6,45.36,2,2,1
673,3,2,1,7,1.7,55.79,1,2,1
674,3,1,1,7,1.63,42.64,2,2,1
675,4,1,1,2,1.6,61.24,2,2,1
676,5,2,2,2,1.63,61.24,2,2,1
677,4,2,2,2,,,,,
678,5,2,2,5,1.68,54.43,2,2,1
679,5,1,2,5,,,1,2,1
680,4,2,2,2,1.73,70.31,2,2,1
681,5,2,2,2,,,2,2,1
682,5,1,2,7,1.65,61.24,2,1,3
683,4,1,2,2,1.57,42.64,1,2,1
684,5,2,2,2,,,2,1,2
685,7,2,4,5,1.73,60.78,1,1,1
686,6,1,4,5,1.68,70.31,2,2,1
687,6,1,4,7,1.65,49.9,2,2,1
688,5,1,2,6,,,2,2,1
689,5,1,2,2,1.6,49.9,2,2,1
690,4,1,2,7,1.7,56.7,2,2,1
691,5,2,2,8,1.7,49.9,2,2,1
692,5,2,2,5,,,2,2,1
693,5,1,2,5,1.68,54.43,2,1,1
694,5,2,2,1,1.8,104.33,2,2,1
695,5,2,2,7,1.73,96.62,2,2,1
696,5,1,2,2,1.57,59.88,2,2,1
697,6,1,4,2,1.6,85.73,2,2,
698,6,1,4,2,1.52,44,1,2,1
699,6,1,4,5,1.6,56.25,2,2,1
700,6,2,4,5,1.8,80.29,1,1,3
701,6,2,4,5,1.88,72.58,2,2,1
702,7,2,4,2,1.73,63.5,2,2,1
703,7,2,4,3,1.85,77.11,2,2,1
704,7,1,4,6,1.65,74.39,2,1,1
705,7,1,4,5,1.6,58.97,2,2,1
706,6,1,4,2,1.57,40.82,2,2,
707,7,2,4,2,1.8,74.84,2,2,1
708,6,1,4,2,1.65,50.8,2,2,1
709,6,1,4,2,1.55,48.54,2,2,1
710,7,1,4,5,1.65,52.16,2,2,1
711,5,1,3,2,1.6,47.63,2,1,3
712,5,2,3,5,1.63,82.56,2,2,1
713,5,1,3,2,1.6,52.16,2,2,1
714,6,2,3,2,1.73,63.5,2,2,1
715,5,2,3,2,1.68,61.24,2,2,1
716,6,2,3,2,1.68,61.24,2,1,1
717,5,2,3,2,1.75,59.88,2,2,1
718,5,1,3,,1.65,54.43,2,2,1
719,5,2,3,5,1.73,68.04,2,1,1
720,6,1,3,2,1.63,47.63,2,2,1
721,6,1,3,5,1.6,58.97,2,1,1
722,5,2,3,8,1.68,58.97,2,2,1
723,5,2,3,2,1.63,47.63,2,2,1
724,6,2,3,7,1.68,73.94,2,2,1
725,6,1,3,2,1.6,53.07,2,1,1
726,6,1,3,5,1.65,51.71,1,1,2
727,4,2,1,5,1.9,71.22,2,2,1
728,3,1,1,5,1.73,51.26,1,1,2
729,4,1,1,2,1.55,34.02,1,2,1
730,4,2,1,2,1.8,63.5,2,2,1
731,3,1,1,2,1.52,49.9,2,2,1
732,3,1,1,2,1.57,50.8,2,1,1
733,3,2,1,2,1.57,51.71,2,1,1
734,4,1,1,8,1.52,57.61,2,2,1
735,4,1,1,6,1.68,65.77,2,2,1
736,4,2,1,2,1.78,65.77,2,2,1
737,3,1,1,2,,,2,2,1
738,3,2,1,2,1.73,54.43,2,2,1
739,4,2,1,5,1.83,79.38,2,2,1
740,4,1,1,2,1.55,43.09,2,2,1
741,4,1,1,2,1.65,61.24,2,2,1
742,3,2,1,5,1.63,63.5,2,2,1
743,3,1,1,,1.68,98.88,2,2,1
744,4,1,1,7,1.57,72.58,2,2,1
745,3,1,1,2,1.57,51.26,2,1,1
746,3,2,1,,,,2,2,1
747,4,2,1,2,1.6,45.36,2,2,1
748,5,2,3,2,1.68,58.97,2,2,1
749,5,1,3,7,1.7,60.33,2,1,1
750,5,2,3,2,1.85,63.5,2,2,1
751,6,1,3,2,1.55,50.35,2,2,1
752,5,1,3,2,,,2,2,1
753,5,1,3,2,1.65,61.24,2,2,1
754,5,1,3,2,1.6,51.26,2,2,1
755,5,2,3,5,,,2,2,
756,6,1,3,2,1.7,62.6,2,2,1
757,5,1,3,2,1.65,63.96,2,2,1
758,5,1,3,2,1.6,52.16,1,1,
759,6,2,3,6,1.78,70.31,2,2,1
760,6,1,3,,1.68,58.97,2,2,1
761,5,2,3,2,1.78,112.04,2,2,1
762,5,2,3,2,1.65,55.79,2,2,1
763,6,1,3,2,,,2,2,1
764,6,1,3,7,1.57,58.97,2,2,1
765,5,2,3,5,1.73,71.67,2,2,1
766,5,1,3,2,1.63,55.34,2,2,1
767,7,1,4,5,1.52,52.16,2,2,1
768,7,1,4,5,1.65,54.43,2,1,1
769,7,1,4,5,1.68,58.97,2,2,1
770,6,1,4,7,1.63,56.7,1,2,
771,7,1,4,5,1.63,58.97,2,2,1
772,6,2,3,2,1.8,66.68,1,2,1
773,5,1,3,8,1.55,52.62,2,2,1
774,5,1,3,5,1.78,58.06,2,1,2
775,6,1,3,2,1.73,56.7,2,2,1
776,5,1,3,5,1.55,52.16,1,1,1
777,4,2,2,7,1.73,65.77,2,2,1
778,,,,,,,1,1,2
779,5,2,2,2,1.78,70.31,2,2,1
780,5,,2,5,,,2,1,1
781,4,2,2,5,1.78,63.5,2,2,1
782,5,1,2,2,1.65,48.08,2,2,
783,4,1,2,5,1.78,73.94,2,2,1
784,4,2,2,2,1.63,68.04,1,1,1
785,4,1,2,5,1.65,48.54,1,1,
786,6,1,4,2,1.6,48.99,2,2,1
787,4,1,2,6,1.55,44.45,2,2,
788,5,1,2,5,,,2,2,1
789,4,2,2,7,1.78,77.57,2,2,1
790,4,1,2,8,1.65,54.43,2,2,1
791,4,1,2,2,1.73,70.31,2,2,1
792,5,1,2,2,,,2,2,1
793,5,1,2,7,1.6,53.98,1,2,
794,4,1,2,6,1.68,76.2,1,1,3
795,4,1,2,2,1.6,46.27,2,2,1
796,4,2,2,5,1.78,66.68,2,2,1
797,3,1,1,2,1.68,45.36,2,2,1
798,4,2,1,2,1.73,53.52,2,2,1
799,4,1,2,8,1.55,54.43,1,2,1
800,4,2,2,7,1.78,90.72,2,2,1
801,4,2,2,5,1.8,61.24,1,2,1
802,4,1,2,2,1.63,55.34,2,1,1
803,4,2,2,5,1.68,51.71,,,
804,4,1,2,5,1.6,39.01,1,,
805,4,2,2,7,1.75,68.04,1,2,1
806,4,2,2,8,1.57,46.27,1,2,1
807,3,1,1,2,1.68,56.7,2,,1
808,4,2,1,5,1.68,45.36,2,2,1
809,3,2,1,2,1.75,45.81,2,2,1
810,3,2,1,2,1.73,70.31,2,2,1
811,3,2,1,2,1.68,58.97,2,2,1
812,3,2,1,8,,,2,2,1
813,3,2,1,4,1.75,68.04,1,2,1
814,3,1,1,5,1.63,52.16,2,2,1
815,3,1,1,2,1.6,51.26,1,2,2
816,3,1,1,5,1.73,59.42,1,2,1
817,3,1,1,8,1.7,58.97,1,1,2
818,4,2,1,2,1.88,68.04,2,2,1
819,4,1,1,5,1.63,58.97,2,2,1
820,3,2,1,2,1.63,49.9,2,2,1
821,3,1,1,5,1.63,46.72,2,2,1
822,4,2,1,2,1.65,67.59,2,2,1
823,3,1,1,8,1.78,55.79,2,2,1
824,3,1,1,5,1.65,56.7,2,2,1
825,3,1,1,2,1.52,40.82,1,1,1
826,3,1,1,2,1.57,42.18,2,2,1
827,7,1,4,5,1.55,56.7,2,2,1
828,6,2,4,5,1.88,70.31,2,1,1
829,6,1,4,5,1.6,45.36,2,2,1
830,7,2,4,5,1.83,66.23,2,1,1
831,7,2,4,5,1.83,71.22,2,2,
832,7,1,4,3,,,2,2,
833,7,2,4,8,,,1,1,1
834,6,2,4,8,1.83,158.76,2,2,1
835,7,2,4,8,,,2,2,1
836,7,1,4,5,1.65,61.24,2,2,1
837,6,2,4,5,1.65,106.14,2,2,1
838,6,2,3,8,1.93,80.29,2,2,1
839,7,1,4,3,,,2,2,
840,7,2,4,5,1.65,61.24,2,2,
841,3,2,1,6,,,2,2,1
842,3,1,1,5,1.63,63.05,2,2,1
843,4,1,1,5,1.63,54.89,2,2,1
844,4,2,1,8,1.5,77.11,2,2,1
845,7,1,4,5,1.73,54.43,2,2,1
846,6,2,4,3,1.52,44.91,1,1,5
847,6,2,4,5,1.78,67.59,1,2,1
848,5,2,3,3,1.75,66.23,2,2,
849,6,1,4,3,,,2,2,
850,7,1,4,5,1.65,77.11,2,2,1
851,5,2,1,5,1.65,58.97,1,2,1
852,4,2,1,3,1.68,78.02,2,2,1
853,5,2,2,6,1.63,101.61,2,2,1
854,4,2,1,5,1.78,65.77,2,2,1
855,4,2,1,5,1.68,104.33,2,2,1
856,4,1,1,5,1.63,58.06,2,2,1
857,4,2,1,8,1.8,77.11,2,2,1
858,4,1,1,5,1.65,99.79,2,1,1
859,4,2,1,6,1.63,58.97,2,2,1
860,4,1,1,5,1.6,52.62,1,2,1
861,6,2,3,5,1.75,68.04,2,2,1
862,7,2,3,5,,,2,2,
863,6,1,2,5,1.57,92.53,2,2,
864,3,1,1,5,1.73,58.97,2,2,1
865,4,2,1,7,1.78,71.67,2,2,
866,5,2,2,5,1.78,77.57,2,2,1
867,3,2,1,7,1.68,72.58,2,2,1
868,4,1,1,5,1.6,54.43,2,2,1
869,3,2,1,5,1.7,68.04,2,2,1
870,5,2,2,5,1.75,70.76,2,2,1
871,6,1,2,5,1.68,85.28,2,2,1
872,4,2,2,6,1.6,54.43,2,2,1
873,6,2,3,5,1.73,63.5,2,1,2
874,5,2,2,5,1.65,58.06,2,2,1
875,6,1,3,3,1.65,63.05,2,2,1
876,4,1,2,7,1.65,86.64,2,1,2
877,4,2,2,5,1.78,79.38,1,,
878,4,2,2,5,1.57,44,2,2,1
879,6,2,3,5,,,2,2,1
880,6,2,3,3,1.73,68.95,2,2,
881,5,1,3,5,1.63,74.39,2,2,1
882,5,1,3,3,,,2,2,
883,6,2,3,5,1.65,68.04,1,2,1
884,6,1,3,3,1.6,73.03,2,2,
885,6,2,3,5,1.93,100.25,2,2,1
886,5,1,3,7,1.52,74.84,2,2,1
887,5,2,3,8,1.8,71.67,1,2,1
888,4,1,2,8,1.65,90.72,2,1,1
889,6,1,3,5,1.5,61.24,2,2,1
890,6,1,3,5,,,1,1,5
891,6,2,3,3,1.73,85.73,2,2,
892,5,2,3,7,1.65,63.5,1,2,1
893,5,2,3,5,1.73,99.79,2,1,2
894,5,2,3,7,1.7,83.92,2,2,1
895,7,1,3,5,,,2,2,1
896,6,1,3,3,1.57,56.7,1,2,
897,6,1,3,5,1.57,45.36,2,2,
898,5,2,3,5,1.78,99.79,2,2,1
899,6,2,3,3,1.73,61.24,2,2,1
900,5,1,3,3,1.68,90.72,2,1,1
901,6,1,3,5,1.6,54.43,2,2,1
902,6,1,3,,1.73,58.97,2,2,
903,6,1,3,5,1.65,79.38,1,1,1
904,6,1,3,7,1.65,71.22,2,1,2
905,6,2,3,6,1.7,83.01,1,1,1
906,6,2,3,3,1.9,99.79,2,2,1
907,6,2,3,5,1.78,64.86,2,2,1
908,5,2,3,3,1.96,134.72,2,1,1
909,6,2,3,3,,,2,2,
910,6,2,4,1,1.8,124.74,2,2,
911,6,2,3,3,1.73,58.97,2,2,1
912,5,1,3,8,1.57,52.16,2,1,
913,6,2,3,3,1.68,83.92,2,2,
914,6,2,3,7,,,2,2,1
915,6,2,3,5,1.93,79.38,2,2,1
916,7,1,3,5,1.68,61.69,2,1,2
917,6,1,3,5,1.6,65.77,1,1,1
918,5,2,3,8,1.96,92.99,2,2,1
919,6,1,4,8,1.6,72.58,1,1,2
920,6,1,3,7,1.65,63.5,2,2,1
921,6,1,3,5,1.65,65.77,2,2,1
922,6,2,3,3,1.7,60.33,,,
923,5,1,3,5,1.65,97.52,2,2,1
924,5,1,3,5,1.57,47.63,1,1,1
925,5,1,3,3,1.73,130.64,2,1,1
926,4,1,2,5,1.63,81.65,2,2,1
927,4,1,1,3,1.6,58.97,2,2,1
928,5,1,2,8,1.63,54.43,2,2,1
929,5,1,2,5,,,2,2,
930,4,1,2,3,1.7,88.45,2,2,1
931,5,1,2,3,1.6,86.18,2,2,1
932,5,2,2,7,1.8,83.92,2,2,
933,5,2,2,5,1.73,80.74,2,1,1
934,5,1,2,8,1.55,53.07,1,1,1
935,5,1,2,3,1.73,150.6,2,2,
936,5,2,2,5,1.75,65.77,2,2,1
937,6,1,2,3,1.7,61.24,2,2,
938,5,2,2,5,1.78,102.06,2,2,1
939,5,2,2,5,1.83,86.18,2,2,1
940,4,2,2,8,1.7,62.14,2,2,1
941,4,1,2,5,1.7,73.94,2,1,2
942,5,1,2,8,1.63,68.04,2,1,3
943,4,2,1,5,1.8,68.04,2,2,1
944,3,1,1,7,1.55,54.43,2,1,3
945,4,1,1,7,1.57,53.52,2,2,1
946,4,1,1,3,1.6,52.62,2,2,1
947,4,1,1,5,1.63,56.7,2,2,1
948,4,2,1,5,1.8,65.77,2,1,2
949,4,2,1,8,1.78,73.94,2,2,1
950,4,2,1,3,1.63,103.42,2,2,1
951,5,2,1,3,1.73,65.77,2,2,1
952,4,2,1,5,1.68,72.58,2,2,1
953,5,2,2,3,1.88,119.75,2,2,1
954,4,1,1,5,1.57,61.24,1,,
955,3,1,1,5,1.55,47.63,2,2,1
956,3,2,1,3,1.6,54.43,2,2,1
957,4,2,1,1,1.73,79.38,2,2,1
958,4,2,1,3,1.8,70.31,2,2,1
959,4,2,1,5,1.8,54.43,2,2,1
960,4,2,1,5,1.98,115.67,1,1,1
961,3,1,1,8,,,2,2,1
962,3,1,1,3,1.63,54.43,2,2,1
963,3,1,1,5,1.65,61.24,2,2,1
964,4,2,1,7,1.75,89.36,2,2,1
965,6,1,2,5,1.68,72.58,1,1,1
966,6,1,3,3,1.55,79.38,2,2,1
967,7,1,4,3,1.5,45.36,1,1,1
968,7,1,4,8,1.6,49.9,2,1,1
969,4,1,1,8,1.63,63.5,1,1,3
970,5,2,2,5,1.83,136.08,1,2,1
971,6,1,3,3,1.52,88.45,2,2,1
972,5,1,2,3,1.7,72.58,2,2,1
973,7,1,4,3,1.6,49.9,2,2,1
974,7,2,4,2,,,2,2,
975,7,2,4,5,1.8,83.92,2,2,1
976,6,1,4,5,1.73,48.54,2,1,1
977,6,1,4,5,1.65,68.04,2,2,1
978,6,1,4,8,1.55,61.24,2,2,1
979,7,1,4,5,1.63,83.92,1,1,2
980,7,1,4,5,1.6,52.16,1,2,1
981,7,1,4,5,1.65,52.16,2,2,1
982,5,1,3,7,1.5,43.09,1,2,2
983,6,1,4,7,1.57,81.19,2,2,1
984,7,2,4,3,1.8,99.79,2,2,1
985,7,2,4,3,1.68,99.79,2,2,1
986,5,1,2,5,1.78,62.6,2,2,1
987,5,2,2,1,1.78,76.2,2,2,
988,5,1,2,7,1.68,72.12,1,1,2
989,5,2,2,5,,,1,1,
990,4,2,2,5,1.78,90.72,2,2,1
991,5,2,2,5,1.93,116.12,1,2,1
992,4,2,2,5,1.65,53.98,1,1,1
993,5,1,2,5,,,1,2,1
994,4,2,2,5,1.73,57.61,1,2,1
995,5,2,2,5,1.75,79.38,2,2,1
996,5,2,2,5,1.83,104.33,2,2,1
997,4,2,2,8,1.65,83.01,2,1,2
998,6,2,2,8,1.83,57.15,2,2,1
999,6,1,2,7,,,2,2,1
1000,4,2,2,7,,,2,2,1
1001,5,1,2,5,1.68,70.76,1,1,1
1002,5,2,2,2,1.78,94.35,1,2,1
1003,6,2,4,5,1.85,95.26,2,2,1
1004,6,1,4,7,1.6,112.49,1,1,1
1005,6,1,4,3,,,2,1,1
1006,5,1,4,5,1.68,70.31,1,1,2
1007,6,2,4,5,1.88,83.92,2,2,1
1008,6,1,4,5,1.63,55.79,2,2,1
1009,6,2,4,5,1.75,74.84,2,2,1
1010,7,1,4,5,1.7,79.38,2,1,1
1011,7,1,4,5,1.65,99.79,2,1,1
1012,5,1,2,5,1.6,54.43,1,2,1
1013,5,2,3,8,1.8,120.2,1,1,1
1014,6,2,2,5,,,2,2,1
1015,6,1,3,5,1.68,54.43,1,2,
1016,7,2,4,5,1.9,95.26,2,2,1
1017,7,2,4,7,,,2,2,1
1018,7,1,4,3,1.68,79.83,2,2,1
1019,6,1,4,7,1.63,44.91,2,2,1
1020,5,2,3,5,1.8,68.04,2,2,1
1021,6,2,3,5,1.8,54.43,2,2,1
1022,6,2,3,,2.01,177.81,1,1,5
1023,5,2,3,5,1.8,68.04,2,2,1
1024,5,1,3,5,1.57,63.5,2,2,
1025,6,2,3,7,,,2,2,
1026,7,2,3,5,1.75,61.69,1,1,5
1027,5,1,3,5,1.6,47.63,2,1,1
1028,7,2,4,3,,,2,2,
1029,6,2,4,3,1.93,142.88,2,2,
1030,6,2,4,8,1.9,80.74,2,2,1
1031,6,1,4,3,1.6,55.34,1,2,1
1032,6,2,4,7,1.73,61.24,2,1,
1033,7,1,4,7,1.6,47.17,1,2,1
1034,6,1,4,5,1.57,58.06,1,2,1
1035,7,2,4,5,1.68,50.8,2,2,1
1036,7,2,4,5,1.83,99.79,1,2,1
1037,7,2,4,5,1.8,74.39,2,2,1
1038,7,1,4,5,1.7,52.16,2,1,1
1039,6,1,4,7,1.75,65.77,2,2,1
1040,6,1,4,5,,,2,2,1
1041,6,2,4,5,1.7,71.67,1,1,2
1042,6,1,4,7,1.63,76.2,2,2,1
1043,6,1,4,7,1.57,49.9,1,2,1
1044,7,1,4,5,1.78,63.5,2,2,1
1045,6,1,4,7,1.75,58.97,2,2,1
1046,4,1,2,3,,,2,2,1
1047,5,1,2,7,1.65,58.51,2,2,1
1048,5,2,2,3,1.75,73.48,2,2,1
1049,6,1,4,5,1.75,68.04,2,2,1
1050,6,2,4,3,1.73,74.84,2,2,1
1051,7,1,4,7,1.63,58.06,2,2,1
1052,6,1,4,7,1.6,47.17,1,2,1
1053,7,1,4,7,1.75,68.04,1,2,1
1054,5,1,2,7,1.7,56.7,2,2,1
1055,5,2,2,3,1.9,83.46,2,2,1
1056,5,1,2,7,1.52,74.84,2,2,1
1057,5,1,2,7,1.55,51.71,2,2,1
1058,4,2,2,3,1.75,67.13,2,2,1
1059,4,2,2,7,1.78,61.69,2,2,1
1060,5,2,2,3,1.93,80.74,2,2,1
1061,4,1,2,5,1.78,59.88,2,2,1
1062,6,2,2,7,1.68,52.62,2,2,1
1063,5,2,2,3,1.78,77.11,2,2,1
1064,5,2,2,3,1.85,95.26,2,2,1
1065,4,1,2,7,1.55,46.72,2,2,1
1066,5,2,3,3,,,2,2,1
1067,4,1,2,5,1.6,50.8,2,2,1
1068,5,1,3,7,1.73,57.61,2,2,1
1069,5,1,3,3,1.73,93.9,2,1,1
1070,5,1,3,5,,,2,1,1
1071,6,2,3,5,1.83,124.74,2,2,1
1072,5,1,3,5,1.6,54.43,1,2,1
1073,5,1,3,3,,,2,2,1
1074,6,1,3,7,1.68,67.13,2,2,1
1075,6,2,3,5,,,2,2,1
1076,6,2,3,5,1.85,71.67,2,2,1
1077,6,1,3,3,1.7,58.97,2,2,1
1078,5,1,3,7,,,2,2,1
1079,6,2,3,8,1.98,136.08,2,2,1
1080,4,2,1,7,1.63,74.84,2,2,1
1081,3,2,1,5,1.68,48.99,2,2,1
1082,3,1,1,7,1.63,52.16,2,2,1
1083,4,1,1,5,1.63,49.9,2,2,1
1084,4,2,1,3,1.68,56.7,1,1,2
1085,5,1,3,5,1.73,52.16,2,2,1
1086,5,2,3,7,1.83,92.99,2,2,1
1087,6,2,3,5,1.85,90.72,2,2,1
1088,6,1,3,7,1.65,67.13,2,2,1
1089,6,2,3,7,,,2,2,1
1090,4,1,1,5,1.63,48.99,2,2,
1091,4,2,1,5,1.6,49.9,2,2,1
1092,4,1,1,5,1.7,62.6,2,1,2
1093,4,2,1,3,,,2,2,1
1094,4,2,1,7,1.68,58.97,2,1,1
1095,4,2,1,7,1.63,54.43,2,2,1
1096,4,2,1,5,1.63,54.43,2,2,
1097,2,1,1,7,1.57,56.7,2,2,1
1098,4,2,1,3,1.83,76.66,2,2,1
1099,4,1,1,7,1.6,49.9,2,2,1
1100,4,2,1,5,1.73,54.43,2,2,1
1101,3,2,1,7,1.6,57.15,2,2,1
1102,4,1,1,7,1.73,61.24,2,2,1
1103,4,1,1,7,1.68,48.99,1,2,1
1104,4,2,1,5,,,2,2,1
1105,6,2,3,5,1.83,70.31,2,2,1
1106,5,2,1,5,1.73,108.41,1,2,1
1107,4,2,1,5,1.73,87.54,2,2,1
1108,4,2,1,5,1.83,90.72,2,2,1
1109,4,2,1,5,1.8,117.94,2,2,
1110,3,2,1,5,1.65,78.93,2,2,1
1111,5,2,3,5,1.83,78.47,2,2,1
1112,5,1,3,5,1.55,47.63,2,2,1
1113,4,2,1,5,1.8,65.77,2,1,1
1114,5,2,3,5,1.8,71.22,2,2,
1115,6,1,3,5,1.7,70.31,2,2,1
1116,6,2,3,5,1.85,86.64,2,2,1
1117,5,1,1,5,,,2,2,
1118,4,2,1,5,,,2,2,1
1119,6,1,3,5,1.6,45.36,2,2,
1120,6,1,3,5,1.68,62.6,2,2,1
1121,6,1,3,5,1.63,58.97,2,2,1
1122,6,1,3,5,1.63,65.77,2,2,
1123,6,2,3,5,1.8,104.33,2,2,
1124,7,1,3,5,1.83,104.33,2,2,1
1125,6,1,3,5,1.6,53.07,1,1,1
1126,6,2,3,5,1.93,78.02,2,2,1
1127,6,2,3,5,1.65,52.16,2,2,1
1128,6,2,3,5,1.83,55.79,2,1,
1129,5,2,3,1,1.73,86.18,2,2,1
1130,5,2,3,5,1.8,103.42,2,2,1
1131,5,1,3,5,1.65,83.92,2,1,1
1132,5,1,3,5,1.68,51.71,2,1,1
1133,6,1,3,5,1.6,75.75,2,1,1
1134,7,2,3,5,1.8,82.1,1,2,4
1135,5,2,3,1,,,1,1,1
1136,6,2,3,1,1.78,84.82,2,1,2
1137,6,1,4,5,1.7,72.58,2,2,1
1138,7,2,4,5,,,2,2,1
1139,7,1,4,5,1.63,61.24,2,1,1
1140,6,1,4,5,1.73,77.11,1,2,1
1141,7,2,4,5,1.7,77.57,2,2,1
1142,7,2,4,5,1.73,70.31,2,2,1
1143,7,1,4,5,1.55,56.7,2,2,1
1144,6,1,4,5,1.63,122.47,2,1,2
1145,7,1,4,5,1.7,72.58,2,1,1
1146,6,1,4,5,1.7,61.24,2,2,1
1147,7,1,4,5,1.57,52.16,2,2,
1148,7,1,4,5,1.68,69.85,2,1,1
1149,5,1,2,5,,,1,1,3
1150,5,1,2,5,1.68,64.41,2,1,1
1151,4,1,2,5,1.73,73.03,2,1,2
1152,6,1,2,5,1.65,61.69,2,2,1
1153,5,1,2,5,1.75,77.11,2,2,1
1154,5,2,2,5,1.83,122.47,2,2,1
1155,5,1,2,5,1.63,50.8,2,1,
1156,5,1,2,5,,,2,2,1
1157,5,2,2,5,1.68,72.58,2,1,1
1158,5,1,2,8,1.68,63.5,2,2,1
1159,5,2,2,7,,,1,2,1
1160,4,2,2,5,1.75,53.07,2,2,1
1161,5,2,2,7,1.83,65.77,2,2,1
1162,4,2,2,5,1.73,46.27,2,2,1
1163,5,2,2,5,1.78,52.16,2,2,1
1164,5,2,2,5,1.83,68.04,2,2,1
1165,5,1,3,5,1.65,60.33,1,2,1
1166,1,,4,3,,,2,2,
1167,4,2,2,8,1.63,113.85,2,2,1
1168,6,1,3,7,1.6,46.27,2,1,1
1169,5,1,3,7,1.6,81.65,2,2,1
1170,7,2,4,3,1.68,106.6,2,2,1
1171,6,1,3,3,1.7,84.82,2,2,
1172,6,2,3,5,1.85,94.8,2,2,1
1173,6,2,3,5,1.9,88.45,2,1,1
1174,7,1,5,7,,,2,2,
1175,6,2,3,5,1.88,95.26,2,2,1
1176,5,2,3,2,,,2,2,1
1177,4,2,1,7,1.83,88.45,1,2,1
1178,4,2,2,8,1.75,53.98,1,2,1
1179,3,1,1,5,1.65,58.51,2,2,1
1180,5,2,2,8,1.8,83.92,2,1,
1181,5,1,2,5,1.7,56.7,2,2,1
1182,5,2,2,5,1.88,70.31,2,2,1
1183,6,2,3,5,1.85,68.04,2,2,1
1184,4,2,1,2,1.63,48.99,2,2,1
1185,6,2,3,5,1.78,79.38,2,2,1
1186,5,1,2,5,1.68,43.55,1,1,3
1187,4,1,2,5,1.57,58.97,1,1,1
1188,4,2,2,5,1.85,67.13,2,2,1
1189,5,2,2,3,1.7,61.24,2,2,1
1190,5,1,2,5,1.65,86.64,1,2,1
1191,6,1,2,3,1.5,54.43,2,1,2
